nhom,nut_can_hoc,ten_can_hoc,tien_quyet,ten_tien_quyet,refd,chi_phi,ly_do,xuyen_bai,DUYET,GHI_CHU
TU_DONG,B2.LOI.THUAT_GIAI_CHUA_CHINH_XAC,Thuật giải chưa cho lời giải chính xác,B2.KN.THUAT_GIAI_HEURISTIC_3,Thuật giải Heuristic,0.9,2,Hạn chế của thuật giải heuristic,False,OK,
TU_DONG,B2.PP.HEURISTIC_NGUOI_DUA_THU,Thuật giải tham lam cho bài toán người đưa thư,B2.NL.THAM_LAM_2,Nguyên lý tham lam,0.9,2,Thuật giải tham lam dựa trên nguyên lý tham lam,False,OK,
TU_DONG,B2.PP.HEURISTIC_NGUOI_DUA_THU,Thuật giải tham lam cho bài toán người đưa thư,B2.KN.BAI_TOAN_NGUOI_DUA_THU,Bài toán người đưa thư,0.9,2,Cần biết bài toán người đưa thư,False,OK,
TU_DONG,B2.TC.HAN_CHE,Hạn chế của thuật giải Heuristic,B2.KN.THUAT_GIAI_HEURISTIC_3,Thuật giải Heuristic,0.9,2,Hạn chế của thuật giải heuristic,False,OK,
TU_DONG,B3.KN.TIMKIEMCHIEUSAU,Tìm kiếm theo chiều sâu,B3.KN.KHONG_GIAN_TRANG_THAI_2,Không gian trạng thái,0.9,2,DFS thao tác trên không gian trạng thái để duyệt các nút.,False,OK,
TU_DONG,B3.KN.TIMKIEMCHIEURONG,Tìm kiếm theo chiều rộng,B3.KN.KHONG_GIAN_TRANG_THAI_2,Không gian trạng thái,0.9,2,BFS duyệt không gian trạng thái theo từng mức.,False,OK,
TU_DONG,B3.TT.CAY_KHUNG_NHO_NHAT,Thuật toán cây khung nhỏ nhất,B3.KN.DO_THI,Đồ thị,0.9,2,Bài toán cây khung nhỏ nhất định nghĩa trên đồ thị.,False,OK,
TU_DONG,B3.KN.BIEU_DIEN_TRANG_THAI,"Biểu diễn trạng thái (a, b, k)",B3.KN.KHONG_GIAN_TRANG_THAI_2,Không gian trạng thái,0.9,2,Biểu diễn trạng thái là phần cốt lõi của không gian trạng thái.,False,OK,
TU_DONG,B3.KN.TKSAUDAN,Tìm kiếm sâu dần,B3.KN.TIMKIEMCHIEUSAU,Tìm kiếm theo chiều sâu,0.9,2,Tìm kiếm sâu dần dựa trên DFS với giới hạn độ sâu.,False,OK,
TU_DONG,B3.KN.KHONG_GIAN_TRANG_THAI_2,Không gian trạng thái,B3.KN.BIEU_DIEN_TRANG_THAI,"Biểu diễn trạng thái (a, b, k)",0.9,2,Không gian trạng thái gồm tập các biểu diễn trạng thái.,False,OK,
TU_DONG,B3.PP.MO_RONG_CAY_TIM_KIEM,Mở rộng cây tìm kiếm,B3.KN.CAY_TIM_KIEM,Cây tìm kiếm,0.9,2,Mở rộng cây tìm kiếm thao tác trên cây tìm kiếm.,False,OK,
TU_DONG,B3.BT.BAI_TOAN_DUONG_DI_NGAN_NHAT,Bài toán tìm đường đi ngắn nhất,B3.KN.DO_THI,Đồ thị,0.9,2,Bài toán đường đi ngắn nhất định nghĩa trên đồ thị.,False,OK,
TU_DONG,B3.VD.BAI_TOAN_NGUOI_QUY_QUA_SONG,Bài toán người quỷ qua sông,B3.KN.BIEU_DIEN_TRANG_THAI,"Biểu diễn trạng thái (a, b, k)",0.9,3,"Cần biểu diễn trạng thái (người, quỷ, vị trí thuyền).",False,OK,
TU_DONG,B3.VD.BAI_TOAN_NGUOI_QUY_QUA_SONG,Bài toán người quỷ qua sông,B3.KN.TOAN_TU_CHUYEN_TRANG_THAI,Toán tử chuyển trạng thái,0.9,3,Cần toán tử di chuyển thuyền để giải bài toán.,False,OK,
TU_DONG,B3.KN.TOAN_TU_CHUYEN_TRANG_THAI,Toán tử chuyển trạng thái,B3.KN.KHONG_GIAN_TRANG_THAI_2,Không gian trạng thái,0.9,2,Toán tử tác động trong không gian trạng thái.,False,OK,
TU_DONG,B3.KN.DO_THI_TRANG_THAI,Đồ thị trạng thái,B3.KN.KHONG_GIAN_TRANG_THAI_2,Không gian trạng thái,0.9,2,Đồ thị trạng thái là biểu diễn của không gian trạng thái.,False,OK,
TU_DONG,B3.TT.DIJKSTRA,Thuật toán Dijkstra,B3.KN.DO_THI_CO_HUONG,Đồ thị có hướng,0.9,2,Dijkstra hoạt động trên đồ thị có hướng có trọng số.,False,OK,
TU_DONG,B3.VD.BAI_TOAN_8_SO,Bài toán 8 số,B3.KN.BIEU_DIEN_TRANG_THAI,"Biểu diễn trạng thái (a, b, k)",0.9,3,Cần biểu diễn trạng thái bàn cờ 3x3.,False,OK,
TU_DONG,B3.VD.BAI_TOAN_8_SO,Bài toán 8 số,B3.KN.TOAN_TU_CHUYEN_TRANG_THAI,Toán tử chuyển trạng thái,0.9,3,Cần toán tử di chuyển ô trống.,False,OK,
TU_DONG,B3.NL.TANGDOSAU,Nguyên lý tăng độ sâu,B3.KN.TIMKIEMCHIEUSAU,Tìm kiếm theo chiều sâu,0.9,2,Tăng độ sâu dựa trên tìm kiếm theo chiều sâu.,False,OK,
TU_DONG,B3.NL.TANGDOSAU,Nguyên lý tăng độ sâu,B3.KN.TKSAUDAN,Tìm kiếm sâu dần,0.9,2,Nguyên lý tăng độ sâu là cơ sở của tìm kiếm sâu dần.,False,OK,
TU_DONG,B3.KN.CAY_TIM_KIEM,Cây tìm kiếm,B3.KN.KHONG_GIAN_TRANG_THAI_2,Không gian trạng thái,0.9,2,Cây tìm kiếm là biểu diễn quá trình duyệt không gian trạng thái.,False,OK,
TU_DONG,B3.VD.BAI_TOAN_DO_NUOC,Bài toán đổ nước,B3.KN.BIEU_DIEN_TRANG_THAI,"Biểu diễn trạng thái (a, b, k)",0.9,3,Cần biểu diễn trạng thái lượng nước trong bình.,False,OK,
TU_DONG,B3.VD.BAI_TOAN_DO_NUOC,Bài toán đổ nước,B3.KN.TOAN_TU_CHUYEN_TRANG_THAI,Toán tử chuyển trạng thái,0.9,3,"Cần toán tử rót nước, đổ đầy, làm rỗng.",False,OK,
TU_DONG,B3.TT.THUAT_TOAN_SAP_XEP_CANH,Thuật toán sắp xếp cạnh tăng dần,B3.KN.DO_THI,Đồ thị,0.9,2,Thuật toán sắp xếp cạnh làm việc trên đồ thị.,False,OK,
TU_DONG,B3.TT.TINH_TONG_LE,Thuật toán tính tổng các số lẻ từ 1 đến n,B3.KN.THUAT_TOAN,Thuật toán,0.9,1,Thuật toán tính tổng là một thuật toán đơn giản,False,OK,
TU_DONG,B3.PP.CAIDATPUZZLEASTART,Cài đặt thuật toán A* cho bài toán Puzzle,B3.VD.BAI_TOAN_8_SO,Bài toán 8 số,0.9,2,Bài toán Puzzle thường là bài toán 8 số,False,OK,
TU_DONG,B3.VD.TOAN_TU_8_SO,Toán tử bài toán 8 số,B3.VD.BAI_TOAN_8_SO,Bài toán 8 số,0.9,2,Toán tử 8 số là một phần của bài toán 8 số,False,OK,
TU_DONG,B3.TT.A_STAR_2,Thuật toán A*,B3.KN.HAM_G,g(N) trong A*,0.9,2,A* cần hiểu g(N) là chi phí từ đầu đến N,False,OK,
TU_DONG,B3.TT.A_STAR_2,Thuật toán A*,B3.KN.HAM_H,Hàm h(N),0.9,2,A* cần hiểu h(N) là ước lượng đến đích,False,OK,
TU_DONG,B3.TT.CAP_NHAT_G,Cập nhật g và prev cho đỉnh kế,B3.TT.A_STAR_2,Thuật toán A*,0.9,2,Cập nhật g và prev là một bước trong thuật toán A*,False,OK,
TU_DONG,B3.TT.CAP_NHAT_G,Cập nhật g và prev cho đỉnh kế,B3.KN.PREV,Đỉnh trước prev,0.9,1,Cập nhật prev cho đỉnh kế,False,OK,
TU_DONG,B3.VI_DU.CAI_DAT_PUZZLE,Cài đặt puzzle,B3.VD.BAI_TOAN_8_SO,Bài toán 8 số,0.9,2,Cài đặt puzzle thường là bài toán 8 số,False,OK,
TU_DONG,B3.PP.XULYKE,Xử lý bảng kề trong A*,B3.KN.BANGKE,Hàm bangke sinh bảng kề,0.9,2,Xử lý bảng kề cần hiểu hàm sinh bảng kề,False,OK,
TU_DONG,B3.KN.DO_PHUC_TAP_CAO,Độ phức tạp cao không chấp nhận,B3.TC.DO_PHUC_TAP,Độ phức tạp thuật toán,0.9,2,Đánh giá độ phức tạp cao cần hiểu độ phức tạp,False,OK,
TU_DONG,B3.TC.DO_PHUC_TAP,Độ phức tạp thuật toán,B3.KN.THUAT_TOAN,Thuật toán,0.9,2,Độ phức tạp thuật toán cần hiểu thuật toán,False,OK,
TU_DONG,B3.KN.DINH_MO,Đỉnh mở và đỉnh đóng,B3.KN.DANHSAOOC,Hai danh sách O và C,0.9,2,Hai danh sách O và C định nghĩa đỉnh mở/đóng trong tìm kiếm.,False,OK,
TU_DONG,B3.KN.NUT_LA,Nút lá,B3.KN.CAY_TIM_KIEM,Cây tìm kiếm,0.9,1,Nút lá là khái niệm trong cấu trúc cây tìm kiếm.,False,OK,
TU_DONG,B3.TC.TIEU_CHUAN_THUAT_TOAN,Tiêu chuẩn thuật toán,B3.KN.THUAT_TOAN,Thuật toán,0.9,1,Tiêu chuẩn thuật toán đánh giá một thuật toán đã biết.,False,OK,
TU_DONG,B4.KN.MINIMAX_2,Giải thuật Minimax,B4.KN.TRONGTONGBANGKHONG,Trò chơi có tổng bằng không,0.9,1,Minimax áp dụng cho trò chơi tổng bằng không; cần hiểu khái niệm này trước.,False,OK,
TU_DONG,B4.KN.NGUOI_CHOI_MAX_MIN,Người chơi MAX và MIN,B4.KN.TRONGTONGBANGKHONG,Trò chơi có tổng bằng không,0.9,1,Trò chơi tổng bằng không định nghĩa lợi ích đối kháng giữa MAX và MIN.,False,OK,
TU_DONG,B4.KN.NGUOI_CHOI_MAX_MIN,Người chơi MAX và MIN,B4.KN.CAYTROCHOI,Cây trò chơi,0.9,2,MAX và MIN là các nút trên cây trò chơi; cần biết cây trò chơi.,False,OK,
TU_DONG,B4.KN.HAM_DANH_GIA_HEURISTIC,Hàm đánh giá heuristic,B4.PP.LUONG_GIA_TINH,Lượng giá tĩnh,0.9,2,Lượng giá tĩnh là cơ sở để xây dựng hàm đánh giá heuristic.,False,OK,
TU_DONG,B4.VD.MINIMAX_TIC_TAC_TOE,Ví dụ Minimax trong Tic-tac-toe,B4.VI.TICTACTOE,Ví dụ trò chơi Tic-tac-toe,0.9,1,Cần biết luật và cách chơi Tic-tac-toe để hiểu ví dụ Minimax.,False,OK,
TU_DONG,B4.NL.TINH_TRUOC_N_NUOC,Tính trước n nước đi,B4.KN.CAYTROCHOI,Cây trò chơi,0.9,2,Tính trước n nước đi là duyệt cây trò chơi đến độ sâu n.,False,OK,
TU_DONG,B4.KN.NUTMAXMIN,Nút MAX và nút MIN,B4.KN.CAYTROCHOI,Cây trò chơi,0.9,2,"Nút MAX/MIN là thành phần của cây trò chơi, cần biết cây trò chơi.",False,OK,
TU_DONG,B4.VI.NIM,Ví dụ trò chơi Nim,B4.KN.TRONGTONGBANGKHONG,Trò chơi có tổng bằng không,0.9,2,"Nim là trò chơi tổng bằng không, cần hiểu khái niệm này.",False,OK,
TU_DONG,B4.VI.NIM,Ví dụ trò chơi Nim,B4.KN.CAYTROCHOI,Cây trò chơi,0.9,2,Nim được biểu diễn bằng cây trò chơi.,False,OK,
TU_DONG,B4.VI.TICTACTOE,Ví dụ trò chơi Tic-tac-toe,B4.KN.TRONGTONGBANGKHONG,Trò chơi có tổng bằng không,0.9,2,Tic-tac-toe là trò chơi tổng bằng không.,False,OK,
TU_DONG,B4.VI.TICTACTOE,Ví dụ trò chơi Tic-tac-toe,B4.KN.CAYTROCHOI,Cây trò chơi,0.9,2,Tic-tac-toe được biểu diễn bằng cây trò chơi.,False,OK,
TU_DONG,B5.KN.QUAN_LY_VAN_BAN_NGON_NGU,Quản lý văn bản theo ngữ nghĩa,B5.KN.PHUONG_PHAP_BDTT,Các phương pháp biểu diễn tri thức,0.9,3,Cần biết các phương pháp biểu diễn tri thức để quản lý văn bản ngữ nghĩa,False,OK,
TU_DONG,B5.KN.HE_CO_SO_TRI_THUC,Hệ cơ sở tri thức,B5.KN.PHUONG_PHAP_BDTT,Các phương pháp biểu diễn tri thức,0.9,3,Hệ cơ sở tri thức dựa trên các phương pháp biểu diễn tri thức,False,OK,
TU_DONG,B5.KN.HUONG_PHAT_TRIEN_BDTT,Hướng phát triển của biểu diễn tri thức,B5.KN.PHUONG_PHAP_BDTT,Các phương pháp biểu diễn tri thức,0.9,3,Hướng phát triển dựa trên các phương pháp biểu diễn tri thức hiện có,False,OK,
TU_DONG,B6A.PP.BIEU_DIEN_LOGIC_VI_TU,Các giai đoạn biểu diễn tri thức logic vị từ,B6A.KN.MO_HINH_LOGIC_VI_TU,Mô hình tri thức logic vị từ,0.9,3,Mô hình logic vị từ là nền tảng để biểu diễn tri thức vị từ,False,OK,
TU_DONG,B6A.NL.BIEU_DIEN_TRI_THUC,Vấn đề biểu diễn tri thức,B6A.KN.TRI_THUC,Khái niệm tri thức,0.9,2,Cần hiểu khái niệm tri thức trước khi bàn về biểu diễn tri thức,False,OK,
TU_DONG,B6A.KN.MO_HINH_LOGIC_VI_TU,Mô hình tri thức logic vị từ,B6A.KN.LUONG_TU_2,Lượng từ,0.9,2,Lượng từ là phần không thể thiếu trong logic vị từ,False,OK,
TU_DONG,B6A.KN.TRI_THUC_THU_TUC,Tri thức thủ tục,B6A.KN.TRI_THUC,Khái niệm tri thức,0.9,2,"Tri thức thủ tục là một loại tri thức, cần hiểu tri thức trước",False,OK,
TU_DONG,B6A.TT.HOP_GIAI,Thuật giải Robinson (Thuật toán hợp giải),B6A.TT.THAY_THE_MENH_DE,Thay thế hai mệnh đề tuyển,0.9,2,Hợp giải sử dụng phép thay thế mệnh đề,False,OK,
TU_DONG,B6A.NL.LUAT_SUY_DIEN,Luật suy diễn,B6A.KN.LOGIC_MENH_DE_3,Logic mệnh đề,0.9,3,Cần hiểu logic mệnh đề để hiểu các luật suy diễn,False,OK,
TU_DONG,B6A.TT.THAY_THE_MENH_DE,Thay thế hai mệnh đề tuyển,B6A.KN.LOGIC_MENH_DE_3,Logic mệnh đề,0.9,2,Thay thế mệnh đề thao tác trên logic mệnh đề,False,OK,
TU_DONG,B6A.VI_DU.LAN_KHONG_UOT,Ví dụ chứng minh Lan không bị ướt,B6A.NL.LUAT_SUY_DIEN,Luật suy diễn,0.9,2,Ví dụ minh họa áp dụng luật suy diễn,False,OK,
TU_DONG,B6A.KN.NGON_NGU_PROLOG,Ngôn ngữ Prolog,B6A.KN.MO_HINH_LOGIC_VI_TU,Mô hình tri thức logic vị từ,0.9,2,Prolog dựa trên logic vị từ để biểu diễn tri thức,False,OK,
TU_DONG,B6A.KN.MENH_DE,Mệnh đề,B6A.KN.BIEU_THUC_MENH_DE,Biểu thức mệnh đề,0.9,1,Biểu thức mệnh đề là nền tảng của mệnh đề,False,OK,
TU_DONG,B6A.KN.PHEP_TOAN_VI_TU,Phép toán vị từ,B6A.KN.HAM_VI_TU,Hàm vị từ,0.9,1,Phép toán vị t能给 tác động lên hàm vị từ,False,OK,
TU_DONG,B6A.KN.PHEP_TOAN_VI_TU,Phép toán vị từ,B6A.KN.VI_TU_2,Vị từ,0.9,1,Phép toán vị từ cần hiểu khái niệm vị từ,False,OK,
TU_DONG,B6A.KN.TRI_THUC_HEURISTIC,Tri thức heuristic,B6A.KN.TRI_THUC,Khái niệm tri thức,0.9,1,Tri thức heuristic là một loại tri thức,False,OK,
TU_DONG,B6A.KN.HAM_VI_TU,Hàm vị từ,B6A.KN.VI_TU_2,Vị từ,0.9,1,Hàm vị từ là một dạng vị từ,False,OK,
TU_DONG,B6A.KN.MANG_NGU_NGHIA,Mạng ngữ nghĩa,B6A.KN.TRI_THUC,Khái niệm tri thức,0.9,2,Mạng ngữ nghĩa là phương pháp biểu diễn tri thức,False,OK,
TU_DONG,B6A.KN.HE_LUAT_DAN,Hệ luật dẫn,B6A.KN.TRI_THUC,Khái niệm tri thức,0.9,1,Hệ luật dẫn biểu diễn tri thức dưới dạng luật,False,OK,
TU_DONG,B6A.VI_DU.SUY_DIEN_MODUS_TOLLENS,Ví dụ suy diễn P⇒Q và ¬Q,B6A.NL.LUAT_SUY_DIEN,Luật suy diễn,0.9,3,"Modus Tollens là một luật suy diễn, cần hiểu luật suy diễn",False,OK,
TU_DONG,B2.KN.THUAT_GIAI_HEURISTIC_3,Thuật giải Heuristic,B2.KN.HAM_HEURISTIC,Hàm Heuristic,0.85,2,Thuật giải heuristic dựa trên hàm heuristic để đánh giá,False,OK,
TU_DONG,B2.TT.NGUOI_DUA_THU,Thuật giải Heuristic bài toán người đưa thư,B2.PP.HEURISTIC_NGUOI_DUA_THU,Thuật giải tham lam cho bài toán người đưa thư,0.85,2,Phương pháp giải là tiền đề cho thuật giải cụ thể,False,OK,
TU_DONG,B2.KN.VET_CAN_THONG_MINH,Vét cạn thông minh,B2.KN.THUAT_GIAI,Thuật giải,0.85,2,Cần hiểu khái niệm thuật giải trước,False,OK,
TU_DONG,B2.TT.TO_MAU_DO_THI,Thuật giải tô màu đồ thị,B2.KN.THUAT_GIAI,Thuật giải,0.85,2,Thuật giải tô màu là một thuật giải,False,OK,
TU_DONG,B2.TT.THUAT_GIAI_TO_MAU,Thuật giải Heuristic cho bài toán tô màu,B2.KN.HAM_HEURISTIC,Hàm Heuristic,0.85,2,Cần hiểu hàm heuristic để áp dụng,False,OK,
TU_DONG,B2.VI_DU.TO_MAU_10_DINH,Ví dụ tô màu đồ thị 10 đỉnh,B2.VD.TO_MAU,Ví dụ tô màu đồ thị,0.85,2,Ví dụ cụ thể của tô màu đồ thị,False,OK,
TU_DONG,B3.KN.HAM_UE_LUONG_H,Hàm ước lượng h(S),B3.KN.BAI_TOAN_TIM_KIEM,Bài toán tìm kiếm,0.85,2,Cần hiểu bài toán tìm kiếm để dùng h(S) đánh giá trạng thái.,False,OK,
TU_DONG,B3.KN.DO_THI_TRANG_THAI,Đồ thị trạng thái,B3.KN.DO_THI,Đồ thị,0.85,2,Đồ thị trạng thái là một loại đồ thị.,False,OK,
TU_DONG,B3.KN.POLYMINIMAL,Độ phức tạp polyminimal,B3.TC.DO_PHUC_TAP,Độ phức tạp thuật toán,0.85,4,Polyminimal là một khái niệm về độ phức tạp thuật toán.,False,OK,
TU_DONG,B3.PP.CAIDATPUZZLEASTART,Cài đặt thuật toán A* cho bài toán Puzzle,B3.NL.HAM_DANH_GIA,Hàm đánh giá f=g+h,0.85,2,A* dùng hàm đánh giá f=g+h,False,OK,
TU_DONG,B3.VD.TOAN_TU_8_SO,Toán tử bài toán 8 số,B3.KN.TOAN_TU_CHUYEN_TRANG_THAI,Toán tử chuyển trạng thái,0.85,2,Toán tử 8 số là các toán tử chuyển trạng thái,False,OK,
TU_DONG,B3.TT.CAP_NHAT_G,Cập nhật g và prev cho đỉnh kế,B3.KN.HAM_G,g(N) trong A*,0.85,2,Cần hiểu hàm g(n) để cập nhật,False,OK,
TU_DONG,B3.VI_DU.CAI_DAT_PUZZLE,Cài đặt puzzle,B3.KN.CAU_TRUC_INFO,Cấu trúc info lưu trạng thái puzzle,0.85,2,Cần cấu trúc info lưu trạng thái puzzle,False,OK,
TU_DONG,B4.PP.LUONG_GIA_TINH,Lượng giá tĩnh,B4.KN.HAM_DANH_GIA_HEURISTIC,Hàm đánh giá heuristic,0.85,2,Lượng giá tĩnh là phương pháp dùng hàm đánh giá heuristic tại nút lá.,False,OK,
TU_DONG,B4.KN.CAYTROCHOI,Cây trò chơi,B4.KN.TRONGTONGBANGKHONG,Trò chơi có tổng bằng không,0.85,1,Cây trò chơi thường áp dụng cho trò chơi tổng bằng không.,False,OK,
TU_DONG,B5.KN.TRI_THUC_THANH_PHAN,Các thành phần tri thức,B5.KN.PHUONG_PHAP_BDTT,Các phương pháp biểu diễn tri thức,0.85,3,Các thành phần tri thức là một phần của phương pháp biểu diễn tri thức,False,OK,
TU_DONG,B5.KN.HE_CO_SO_TRI_THUC,Hệ cơ sở tri thức,B5.KN.TRI_THUC_THANH_PHAN,Các thành phần tri thức,0.85,2,Cần hiểu thành phần tri thức để xây dựng hệ cơ sở tri thức,False,OK,
TU_DONG,B6A.KN.LOGIC_MENH_DE_3,Logic mệnh đề,B6A.KN.BIEU_THUC_MENH_DE,Biểu thức mệnh đề,0.85,2,Biểu thức mệnh đề là khái niệm cơ sở của logic mệnh đề,False,OK,
TU_DONG,B6A.TT.THUAT_GIAI_VUONG_HAO,Thuật giải Vương Hạo,B6A.NL.LUAT_SUY_DIEN,Luật suy diễn,0.85,3,Thuật giải Vương Hạo dựa trên luật suy diễn,False,OK,
TU_DONG,B6A.NL.DANG_SUY_RA,Dạng suy ra trong tương đương logic,B6A.NL.LUAT_SUY_DIEN,Luật suy diễn,0.85,2,Dạng suy ra dựa trên các luật suy diễn,False,OK,
TU_DONG,B6A.PP.CHUNG_MINH_PHAN_CHUNG,Phương pháp chứng minh phản chứng,B6A.KN.LOGIC_MENH_DE_3,Logic mệnh đề,0.85,3,Chứng minh phản chứng dựa trên logic mệnh đề,False,OK,
TU_DONG,B6A.VI_DU.SUY_DIEN_MODUS_TOLLENS,Ví dụ suy diễn P⇒Q và ¬Q,B6A.KN.MENH_DE,Mệnh đề,0.85,2,"Ví dụ dùng mệnh đề P, Q nên cần hiểu mệnh đề",False,OK,
